naziv,lokacija,placa_bruto,placa_neto,placa_po_dogovoru,prosta_mesta,trajanje,id,delovnik
POMOČ V STREŽBI, KRANJSKA GORA,9.30  ,8.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),432401,PO DOGOVORU
ZLAGANJE, MARIBOR,8.00  ,6.88  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),432193,PO DOGOVORU
POMOČ PRI PRODAJI, LJUBLJANA,8.00  ,6.88  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),432243,IZMENSKO
KOZMETIČNE STORITVE, LJUBLJANA BEŽIGRAD,,"17,43  BRUTOSTRANKO",False,1,PO DOGOVORU,432341,PO DOGOVORU
POMOČ V TRGOVINI, LJUBLJANA,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432293,IZMENSKO
ČIŠČENJE, BLED REČICA,11.62  ,10.00  ,False,1,DO 30. 9. 2024,432400,IZMENSKO
STROKOVNO DELO, GROSUPLJE,11.62  ,10.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432398,DOPOLDAN
BLAGAJNIK, MEDVODE,9.00  ,7.74  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432192,IZMENSKO
POMOČ PRI PRODAJI, LJUBLJANA,9.00  ,7.74  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432242,IZMENSKO
STREŽBA HRANE IN PIJAČE, LJUBLJANA CENTER,11.62  ,10.00  ,False,3,POČITNIŠKO DELO,432340,PO DOGOVORU
POMOČ V TRGOVINI, ŠKOFJA LOKA,10.01  ,8.61  ,False,2,PO DOGOVORU,432292,PO DOGOVORU
NAKLADANJE/ RAZKLADANJE, NOVA GORICA,9.30  ,8.00  ,False,3,3. 7. 2024 (1. DAN),432397,DOPOLDAN
DELO NA RECEPCIJI, LJUBLJANA,7.21  ,6.20  ,False,1,DO 12. 7. 2024,432191,DOPOLDAN
LAŽJA FIZIČNA DELA, ŠKOFJA LOKA,8.00  ,6.88  ,False,1,POČITNIŠKO DELO,432241,DOPOLDAN
POMOČ PRI PRODAJI, ŠENTJUUR ,7.55  ,6.50  ,False,1,POČITNIŠKO DELO,432339,PO DOGOVORU
PRODAJA, KRANJ,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432291,IZMENSKO
PRODAJA, KRANJ,9.00  ,7.74  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432290,IZMENSKO
HOSTES/A, LENDAVA,9.30  ,8.00  ,False,1,8. 8. 2024,432396,POPOLDAN
HOSTES/A, CELJE,9.30  ,8.00  ,False,1,"SOBOTA, 13. 7. 2024",432395,MED VIKENDI
POMOČ V TRGOVINI, MEDVODE,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432190,IZMENSKO
POMOČ PRI PRODAJI, LJUBLJANA,9.00  ,7.74  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432240,IZMENSKO
DELO NA STOJNICI, LJUBLJANA,9.30  ,8.00  ,False,2,POČITNIŠKO DELO,432338,IZMENSKO
PRODAJA, KRANJ ,8.00  ,6.88  ,False,4,DLJE ČASA (ZAČ. IN OBČ. DELO),432289,IZMENSKO
PORTIR/KA, LJUBLJANA,8.13  ,7.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432394,IZMENSKO
BLAGAJNIK, ŽELEZNIKI,9.00  ,7.74  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432189,IZMENSKO
BLAGAJNIK, LJUBLJANA,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432239,IZMENSKO
DELO NA RECEPCIJI, LJUBLJANA,9.30  ,8.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432337,IZMENSKO
PRODAJA, KRANJ ,9.00  ,7.74  ,False,4,DLJE ČASA (ZAČ. IN OBČ. DELO),432288,IZMENSKO
ADMINISTRATIVNA DELA, LJUBLJANA,9.47  ,8.15  ,False,1,POČITNIŠKO DELO,432393,DOPOLDAN
POMOČ V TRGOVINI, ŽELEZNIKI ,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432188,IZMENSKO
POMOČ V TRGOVINI, LJUBLJANA,9.00  ,7.74  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432238,IZMENSKO
DELO NA RECEPCIJI, LJUBLJANA,8.50  ,7.31  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432336,DOPOLDAN
POMOČ PRI PRODAJI, PODNART,9.00  ,7.74  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432287,IZMENSKO
DELO V KUHINJI, CELJE,7.21  ,6.20  ,False,1,POČITNIŠKO DELO,432392,DOPOLDAN
PRODAJA, MEDVODE,9.00  ,7.74  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432187,IZMENSKO
DELO NA RECEPCIJI, MARIBOR ,7.21  ,6.20  ,False,8,DLJE ČASA (ZAČ. IN OBČ. DELO),432237,IZMENSKO
POMOČ V TRGOVINI, KRANJ,8.00  ,6.88  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),432335,PO DOGOVORU
POMOČ PRI PRODAJI, PODNART,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432286,IZMENSKO
POMOČ PRI PRODAJI, LJUBLJANA BEŽIGRAD (SITULA),8.05  ,6.93  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432390,PO DOGOVORU
POMOČ V TRGOVINI, MEDVODE,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432186,IZMENSKO
ADMINISTRATIVNA DELA, LJUBLJANA ŠIŠKA,7.21  ,6.20  ,False,1,PO DOGOVORU,432236,DOPOLDAN
POMOČ V TRGOVINI, LJUBLJANA,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432334,IZMENSKO
POMOČ V TRGOVINI, LJUBLJANA,8.00  ,6.88  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),432285,IZMENSKO
DELO V TISKARNI, ŠENTJUR,7.21  ,6.20  ,False,1,POČITNIŠKO DELO,432389,PO DOGOVORU
PRODAJA, ŠKOFJA LOKA,9.00  ,7.74  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432185,IZMENSKO
POMOČ V TRGOVINI, ŠKOFJA LOKA,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432184,IZMENSKO
POMOČ V STREŽBI, LENART V SLOVENSKIH GORICAH,8.13  ,7.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432235,PO DOGOVORU
POMOČ V TRGOVINI, VIR PRI DOMŽALAH,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432234,IZMENSKO
POMOČ V TRGOVINI, LJUBLJANA,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432333,IZMENSKO
BLAGAJNIK, TRŽIČ,9.00  ,7.74  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432284,IZMENSKO
STREŽBA, ZGORNJA LOŽNICA,9.30  ,8.00  ,False,2,PO DOGOVORU,432388,PO DOGOVORU
DELO NA BENCINSKEM SERVISU, SEŽANA,8.13  ,7.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432183,IZMENSKO
ADMINISTRATIVNA DELA, LJUBLJANA,12.00  ,10.33  ,False,2,PO DOGOVORU,432233,PO DOGOVORU
PRODAJA, LJUBLJANA,9.00  ,7.74  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432332,IZMENSKO
POMOČ PRI PRODAJI, TRŽIČ,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432283,IZMENSKO
STREŽBA, MALEČNIK,8.13  ,7.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432387,IZMENSKO
POMOČ V TRGOVINI, VOLIČINA ,8.00  ,6.88  ,False,1,POČITNIŠKO DELO,432182,IZMENSKO
DELO V LABORATORIJU, LJUBLJANA-ČRNUČE,7.80  ,6.71  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432232,DOPOLDAN
STREŽBA HRANE IN PIJAČE, LJUBLJANA CENTER,9.30  ,8.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),432231,IZMENSKO
POMOČ V TRGOVINI, LJUBLJANA,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432331,IZMENSKO
BLAGAJNIK, SEŽANA,10.00  ,8.61  ,False,1,PO DOGOVORU,432282,PO DOGOVORU
STREŽBA, MARIBOR,7.55  ,6.50  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432385,MED VIKENDI
TRENER/KA, LITIJA IN OKOLICA,11.62  ,10.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),432181,POPOLDAN
POMOČ PRI PRODAJI, MENGEŠ,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432230,IZMENSKO
POMOČ PRI PRODAJI, KAMNIK,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432229,IZMENSKO
LAŽJA FIZIČNA DELA, MARIBOR,8.00  ,6.88  ,False,1,3. -5. 7. 2024,432330,DOPOLDAN
BLAGAJNIK, VISOKO PRI KRANJU,9.00  ,7.74  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432280,IZMENSKO
DELO V SKLADIŠČU, LJUBLJANA,8.72  ,7.50  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),432384,DOPOLDAN
TRENER/KA, KAMNIK IN OKOLICA,11.62  ,10.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),432180,POPOLDAN
POMOČ V TRGOVINI, DOMŽALE,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432228,IZMENSKO
POMOČ V TRGOVINI, LJUBLJANA,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432329,IZMENSKO
POMOČ PRI PRODAJI, VISOKO PRI KRANJU,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432279,IZMENSKO
POMOČ UPORABNIKOM, LJUBLJANA,7.70  ,6.63  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432383,DOPOLDAN
ADMINISTRATIVNA DELA, LJUBLJANA,9.30  ,8.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432178,DOPOLDAN
POMOČ PRI PRODAJI, TRZIN,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432227,IZMENSKO
POMOČ V TRGOVINI, LJUBLJANA,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432328,IZMENSKO
POMOČ PRI PRODAJI, TRŽIČ,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432277,IZMENSKO
STREŽBA, MARIBORSKO POHORJE,9.36  ,8.05  ,False,2,"MED POČITNICAMI, NAPREJ PO DOGOVORU",432382,PO DOGOVORU
DIGITALNI MARKETING, RADOMLJE,8.13  ,7.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432177,DOPOLDAN
POMOČ V TRGOVINI, IHAN,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432226,IZMENSKO
BLAGAJNIK, LJUBLJANA,9.00  ,7.74  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432326,IZMENSKO
BLAGAJNIK, TRŽIČ,9.00  ,7.74  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432276,IZMENSKO
DELO V SKLADIŠČU, DOMŽALE,9.00  ,7.74  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432381,DOPOLDAN
ADMINISTRATIVNA DELA, LJUBLJANA ,/,/,True,2,DLJE ČASA (ZAČ. IN OBČ. DELO),432380,IZMENSKO
POMOČ V TRGOVINI, LJUBLJANA RUDNIK,8.27  ,7.12  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432176,IZMENSKO
STREŽBA, PACINJE,/,/,True,1,PO DOGOVORU,432225,IZMENSKO
POMOČ V TRGOVINI, LJUBLJANA,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432325,IZMENSKO
BLAGAJNIK, ŠENČUR,9.00  ,7.74  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432275,IZMENSKO
ČIŠČENJE, NOVO MESTO IN KRŠKO,9.30  ,8.00  ,False,10,DO 18. 8. 2024,432378,DOPOLDAN
PRODAJA, KOPER,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432174,IZMENSKO
PRODAJA, KAMNIK,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432224,IZMENSKO
REŠEVALEC/KA IZ VODE, RADEČE,/,/,True,1,POČITNIŠKO DELO,432324,PO DOGOVORU
POMOČ PRI PRODAJI, ŠENČUR,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432274,IZMENSKO
POMOČ PRI PRODAJI, PREDDVOR,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432273,IZMENSKO
ADMINISTRATIVNA DELA, LJUBLJANA,7.21  ,6.20  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432377,PO DOGOVORU
BLAGAJNIK, BOHINJSKA BELA,9.00  ,7.74  ,False,1,PO DOGOVORU,432173,IZMENSKO
DELO NA RECEPCIJI, SEČOVLJE ,8.04  ,6.92  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),432223,IZMENSKO
POMOČ V TRGOVINI, LJUBLJANA,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432322,IZMENSKO
POMOČ PRI PRODAJI, KRIŽE,9.00  ,7.74  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432272,IZMENSKO
DIGITALNI MARKETING, OD DOMA,,PO PROJEKTU,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432172,PO DOGOVORU
POMOČ V KUHINJI, VOJNIK,10.46  ,9.00  ,False,1,PO DOGOVORU,432171,PO DOGOVORU
BLAGAJNIK, DOMŽALE,9.00  ,7.74  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432222,IZMENSKO
POMOČ V TRGOVINI, DOMŽALE,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432221,IZMENSKO
STROKOVNO DELO, LJUBLJANA,10.00  ,8.61  ,False,1,DO 31. 10. 2024,432327,DOPOLDAN
LAŽJA FIZIČNA DELA, IDRIJA,7.50  ,6.45  ,False,1,POČITNIŠKO DELO,432271,DOPOLDAN
BLAGAJNIK, GROSUPLJE,8.50  ,7.31  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),432170,IZMENSKO
DELO V PROIZVODNJI, KOMENDA,8.60  ,7.40  ,False,2,PO DOGOVORU,432169,DOPOLDAN
ADMINISTRATIVNA DELA, KRANJ,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432220,DOPOLDAN
ADMINISTRATIVNA DELA, KRANJ,9.00  ,7.74  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432168,DOPOLDAN
PRODAJA, MARIBOR,7.21  ,6.20  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432167,IZMENSKO
PRODAJA, NOVO MESTO,8.21  ,7.06  ,False,1,POČITNIŠKO DELO,432166,PO DOGOVORU
PRODAJA, PORTOROŽ,8.21  ,7.06  ,False,1,POČITNIŠKO DELO,432165,IZMENSKO
POMOČ V TRGOVINI, KRANJ,7.21  ,6.20  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432164,IZMENSKO
ADMINISTRATIVNA DELA, MENGEŠ,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432163,DOPOLDAN
DELO V KUHINJI, SPUHLJA PRI PTUJU,9.30  ,8.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),432162,IZMENSKO
POMOČ V TRGOVINI, LJUBLJANA BTC,7.50  ,6.45  ,False,5,DLJE ČASA (ZAČ. IN OBČ. DELO),432159,PO DOGOVORU
FIZIČNA DELA, LJUBLJANA,10.00  ,8.61  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),432157,PO DOGOVORU
ČIŠČENJE, KIDRIČEVO,8.72  ,7.50  ,False,1,DO 31. 8. 2024,432156,PO DOGOVORU
BLAGAJNIK, RADOVLJICA,10.00  ,8.61  ,False,1,PO DOGOVORU,432154,PO DOGOVORU
POMOČ V TRGOVINI, LJUBLJANA VIČ,8.00  ,6.88  ,False,3,POČITNIŠKO DELO,432153,IZMENSKO
INFORMATIKA, LJUBLJANA CENTER,12.78  ,11.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432152,DOPOLDAN
DELO V PROIZVODNJI, LJUBLJANA -  VIČ,8.13  ,7.00  ,False,2,POČITNIŠKO DELO,432151,DOPOLDAN
RAČUNALNIŠKE STORITVE, MURSKA SOBOTA,/,/,True,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432150,DOPOLDAN
RAČUNALNIŠKE STORITVE, MARIBOR,/,/,True,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432149,DOPOLDAN
DELO S STRANKAMI, LJUBLJANA,/,/,True,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432147,DOPOLDAN
GRADBENA DELA, MARIBOR ,9.30  ,8.00  ,False,2,PO DOGOVORU,432146,PO DOGOVORU
STREŽBA, DVOR,9.30  ,8.00  ,False,2,POČITNIŠKO DELO,432145,PO DOGOVORU
DELO NA STOJNICI, KRANJSKA GORA,9.30  ,8.00  ,False,4,POČITNIŠKO DELO,432144,PO DOGOVORU
DELO NA STOJNICI, LJUBLJANA,9.30  ,8.00  ,False,2,POLETNO DELO,432143,PO DOGOVORU
GRAFIČNO OBLIKOVANJE, DELO OD DOMA,/,/,True,2,DLJE ČASA (ZAČ. IN OBČ. DELO),432142,PO DOGOVORU
DELO NA BENCINSKEM SERVISU, LJUBLJANA,8.28  ,7.12  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432141,IZMENSKO
DELO V KUHINJI, LJUBLJANA,10.11  ,8.70  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432140,PO DOGOVORU
PRODAJA, LJUBLJANA ŠIŠKA,7.21  ,6.20  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),432139,PO DOGOVORU
FIZIČNA DELA, LJUBLJANA,9.30  ,8.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432138,DOPOLDAN
ADMINISTRATIVNA DELA, ZGORNJA LOŽNICA,8.56  ,7.37  ,False,1,PO DOGOVORU,432137,DOPOLDAN
STREŽBA, DRAMLJE,9.30  ,8.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),432136,PO DOGOVORU
DELO V RENT A CAR AGENCIJI, BRNIK,9.30  ,8.00  ,False,2,PO DOGOVORU,432135,DOPOLDAN
MARKETING, LJUBLJANA,9.30  ,8.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432134,DOPOLDAN
DIGITALNI MARKETING, PTUJ ALI OD DOMA,8.00  ,6.88  ,False,1,PO DOGOVORU,432133,PO DOGOVORU
PRODAJA, JESENICE,7.21  ,6.20  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),432132,IZMENSKO
PRODAJA, KRANJ,7.21  ,6.20  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432131,IZMENSKO
PRODAJA, LJUBLJANA,9.30  ,8.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),432130,POPOLDAN
PRODAJA, VELENJE,8.00  ,6.88  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),432129,PO DOGOVORU
PRODAJA, CELJE,8.00  ,6.88  ,False,2,PO DOGOVORU,432128,PO DOGOVORU
PROGRAMIRANJE, LJUBLJANA,/,/,True,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432127,DOPOLDAN
UREJANJE BESEDIL, MARIBOR,9.00  ,7.74  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432124,POPOLDAN
PISMONOŠA, POSTOJNA,10.00  ,8.61  ,False,1,POČITNIŠKO DELO,432122,DOPOLDAN
DELO V PROIZVODNJI, MARIBOR,8.83  ,7.60  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432121,IZMENSKO
PRODAJA, VELENJE,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432126,IZMENSKO
ČIŠČENJE, PTUJ,8.28  ,7.12  ,False,4,POČITNIŠKO DELO,432125,IZMENSKO
STREŽBA, LJUBLJANA ,8.50  ,7.31  ,False,4,DLJE ČASA (ZAČ. IN OBČ. DELO),432123,PO DOGOVORU
ČIŠČENJE, LJUBNO OB SAVINJI,10.46  ,9.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432120,PO DOGOVORU
ČIŠČENJE, LJUBLJANA ,16.27  ,14.00  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),432119,DOPOLDAN
PRODAJA, KAMNIK,7.21  ,6.20  ,False,1,PO DOGOVORU,432117,DOPOLDAN
HOSTES/A, LJUBLJANA CENTER,9.30  ,8.00  ,False,1,POČITNIŠKO DELO,432111,PO DOGOVORU
ZDRAVSTVENA NEGA, SEŽANA,8.00  ,6.88  ,False,2,PO DOGOVORU,432110,IZMENSKO
DELO V PROIZVODNJI, KRANJ,7.21  ,6.20  ,False,10,POČITNIŠKO DELO,432109,IZMENSKO
ČIŠČENJE, LJUBLJANA CENTER,8.72  ,7.50  ,False,1,POČITNIŠKO DELO,432108,DOPOLDAN
STREŽBA, LJUBLJANA,9.30  ,8.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),432107,PO DOGOVORU
POMOČ PRI PRODAJI, MARIBOR,7.21  ,6.20  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432105,PO DOGOVORU
DELO NA RECEPCIJI, LJUBLJANA ŠIŠKA,7.21  ,6.20  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),432104,IZMENSKO
POMOČ PRI PRODAJI, PORTOROŽ,9.00  ,7.74  ,False,3,PO DOGOVORU,432103,IZMENSKO
POMOČ V TRGOVINI, LJUBLJANA BTC,8.70  ,7.49  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),432102,PO DOGOVORU
ADMINISTRATIVNA DELA, SEŽANA,8.56  ,7.37  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432101,DOPOLDAN
POMOČ PRI PRODAJI, LJUBLJANA BTC,7.21  ,6.20  ,False,1,POČITNIŠKO DELO,432100,PO DOGOVORU
POMOČ PRI OSKRBI STANOVALCEV, VRANSKO,8.00  ,6.88  ,False,1,PO DOGOVORU DO 30. 8. 2024,432098,POPOLDAN
DELO NA STOJNICI, LJUBLJANA,7.55  ,6.50  ,False,10,POČITNIŠKO DELO,432096,MED VIKENDI
LAŽJA FIZIČNA DELA, LJUBLJANA,7.55  ,6.50  ,False,10,POČITNIŠKO DELO,432095,MED VIKENDI
ČIŠČENJE, VELIKI GABER,9.88  ,8.50  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432094,DOPOLDAN
STREŽBA HRANE IN PIJAČE, VELENJE,8.10  ,6.97  ,False,4,PO DOGOVORU,432093,IZMENSKO
PORTIR/KA, LJUBLJANA CENTER,9.30  ,8.00  ,False,1,PO DOGOVORU,432092,PO DOGOVORU
POMOČ PRI PRODAJI, KRANJ,7.21  ,6.20  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),432091,IZMENSKO
POMOČ PRI PRODAJI, LJUBLJANA BTC,8.50  ,7.31  ,False,1,POČITNIŠKO DELO Z MOŽNOSTJO PODALJŠANJA,432090,IZMENSKO
ČIŠČENJE, KRANJ,11.62  ,10.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432089,DOPOLDAN
DELO V RENT A CAR AGENCIJI, LJUBLJANA -  BRNIK,8.13  ,7.00  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),432088,IZMENSKO
POMOČ V TRGOVINI, POSTOJNA,8.00  ,6.88  ,False,2,PO DOGOVORU,432087,IZMENSKO
POMOČ NA PODROČJU MARKETINGA, KRANJ,8.13  ,7.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432086,DOPOLDAN
POMOČ V TRGOVINI, BREZOVICA,8.50  ,7.31  ,False,2,PO DOGOVORU,432085,IZMENSKO
POMOČ V TRGOVINI, CERKNICA,8.00  ,6.88  ,False,2,PO DOGOVORU,432084,IZMENSKO
POMOČ V TRGOVINI, VRHNIKA,8.00  ,6.88  ,False,2,PO DOGOVORU,432083,IZMENSKO
POMOČ V TRGOVINI, LOGATEC,8.00  ,6.88  ,False,2,PO DOGOVORU,432082,IZMENSKO
STREŽBA, CERKLJE NA GORENJSKEM,9.30  ,8.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432081,IZMENSKO
POMOČ PRI PRODAJI, MARIBOR,7.57  ,6.51  ,False,1,PO DOGOVORU,432080,PO DOGOVORU
POMOČ PRI PRODAJI, LJUBLJANA CENTER,7.55  ,6.50  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),432079,IZMENSKO
POMOČ UPORABNIKOM, DELO OD DOMA,9.30  ,8.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),432078,DOPOLDAN
DELO V PROIZVODNJI, BRNIK - AERODROM,9.00  ,7.74  ,False,5,POČITNIŠKO DELO,432077,IZMENSKO
STREŽBA, LJUBLJANA ,8.72  ,7.50  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432076,IZMENSKO
STREŽBA, LJUBLJANA,8.72  ,7.50  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),432075,PO DOGOVORU
DELO V ZDRAVSTVU, CERKLJE NA GORENJSKEM,9.30  ,8.00  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),432074,DOPOLDAN
ADMINISTRATIVNA DELA, TRZIN,8.00  ,6.88  ,False,1,PO DOGOVORU,432073,DOPOLDAN
POMOČ V KUHINJI, LJUBLJANA,9.30  ,8.00  ,False,4,DLJE ČASA (ZAČ. IN OBČ. DELO),432071,IZMENSKO
POMOČ PRI PRODAJI, VRHNIKA,7.21  ,6.20  ,False,1,PO DOGOVORU,432068,POPOLDAN
DELO NA TERENU, PTUJ IN OKOLICA,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432067,IZMENSKO
ELEKTROTEHNIČNA DELA, PTUJ IN OKOLICA,9.30  ,8.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432066,DOPOLDAN
POMOČ V TRGOVINI, LJUBLJANA,7.21  ,6.20  ,False,1,PO DOGOVORU,432065,POPOLDAN
PRODAJA, DOMŽALE,7.21  ,6.20  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),432064,PO DOGOVORU
FIZIČNA DELA, BLED REČICA,11.62  ,10.00  ,False,1,"PO DOGOVORU, ČEZ POČITNICE ALI ŠE DLJE",432063,PO DOGOVORU
